"Step","earnest-music-79 - Batch Training Loss","earnest-music-79 - Batch Training Loss__MIN","earnest-music-79 - Batch Training Loss__MAX"
"128","0.4540485094615601","0.4540485094615601","0.4540485094615601"
"129","0.4577487744615633","0.4577487744615633","0.4577487744615633"
"130","0.4524018446903791","0.4524018446903791","0.4524018446903791"
"131","0.45307302820726764","0.45307302820726764","0.45307302820726764"
"132","0.45583299620537737","0.45583299620537737","0.45583299620537737"
"133","0.4514389359650888","0.4514389359650888","0.4514389359650888"
"134","0.46023988578731195","0.46023988578731195","0.46023988578731195"
"135","0.4509143391398272","0.4509143391398272","0.4509143391398272"
"136","0.45858866670770787","0.45858866670770787","0.45858866670770787"
"137","0.4494979553746677","0.4494979553746677","0.4494979553746677"
"138","0.4543115777814939","0.4543115777814939","0.4543115777814939"
"139","0.459607575333899","0.459607575333899","0.459607575333899"
"140","0.4480099493797535","0.4480099493797535","0.4480099493797535"
"141","0.458528416996889","0.458528416996889","0.458528416996889"
"142","0.4455188319827486","0.4455188319827486","0.4455188319827486"
"143","0.44896750081563086","0.44896750081563086","0.44896750081563086"
"144","0.4516821144758701","0.4516821144758701","0.4516821144758701"
"145","0.45112306429939775","0.45112306429939775","0.45112306429939775"
"146","0.4464678039519389","0.4464678039519389","0.4464678039519389"
"147","0.4563751296116942","0.4563751296116942","0.4563751296116942"
"148","0.4498346024792859","0.4498346024792859","0.4498346024792859"
"149","0.45860498704555924","0.45860498704555924","0.45860498704555924"
"150","0.4549780304300714","0.4549780304300714","0.4549780304300714"
"151","0.44452261727783976","0.44452261727783976","0.44452261727783976"
"152","0.44259186834932424","0.44259186834932424","0.44259186834932424"
"153","0.44310818611235153","0.44310818611235153","0.44310818611235153"
"154","0.4501179237944944","0.4501179237944944","0.4501179237944944"
"155","0.448327433095572","0.448327433095572","0.448327433095572"
"156","0.4402380734189118","0.4402380734189118","0.4402380734189118"
"157","0.4476784259263929","0.4476784259263929","0.4476784259263929"
"158","0.4482397156515197","0.4482397156515197","0.4482397156515197"
"159","0.4492373507363252","0.4492373507363252","0.4492373507363252"
"160","0.44358211561107236","0.44358211561107236","0.44358211561107236"
"161","0.44158610033036055","0.44158610033036055","0.44158610033036055"
"162","0.4332339254816164","0.4332339254816164","0.4332339254816164"
"163","0.45224383870076207","0.45224383870076207","0.45224383870076207"
"164","0.45143744118962875","0.45143744118962875","0.45143744118962875"
"165","0.4495271111454761","0.4495271111454761","0.4495271111454761"
"166","0.43593915368238334","0.43593915368238334","0.43593915368238334"
"167","0.44988836267257853","0.44988836267257853","0.44988836267257853"
"168","0.44373743391303894","0.44373743391303894","0.44373743391303894"
"169","0.43448771618482745","0.43448771618482745","0.43448771618482745"
"170","0.4499189126322376","0.4499189126322376","0.4499189126322376"
"171","0.442228588885991","0.442228588885991","0.442228588885991"
"172","0.44171230051749694","0.44171230051749694","0.44171230051749694"
"173","0.43599734301372267","0.43599734301372267","0.43599734301372267"
"174","0.4488910864728843","0.4488910864728843","0.4488910864728843"
"175","0.4414796055595936","0.4414796055595936","0.4414796055595936"
"176","0.44326493143782003","0.44326493143782003","0.44326493143782003"
"177","0.4488037725724956","0.4488037725724956","0.4488037725724956"
"178","0.44340328393732215","0.44340328393732215","0.44340328393732215"
"179","0.45324470849009657","0.45324470849009657","0.45324470849009657"
"180","0.44184276945471396","0.44184276945471396","0.44184276945471396"
"181","0.43641368150603105","0.43641368150603105","0.43641368150603105"
"182","0.4383883732292316","0.4383883732292316","0.4383883732292316"
"183","0.4384954335867893","0.4384954335867893","0.4384954335867893"
"184","0.4359843943361666","0.4359843943361666","0.4359843943361666"
"185","0.4426394874570289","0.4426394874570289","0.4426394874570289"
"186","0.438187972934663","0.438187972934663","0.438187972934663"
"187","0.4412521441389066","0.4412521441389066","0.4412521441389066"
"188","0.4389473905785524","0.4389473905785524","0.4389473905785524"
"189","0.4404989744193067","0.4404989744193067","0.4404989744193067"
"190","0.44167858464491316","0.44167858464491316","0.44167858464491316"
"191","0.44603921132045227","0.44603921132045227","0.44603921132045227"
"192","0.4373434388022561","0.4373434388022561","0.4373434388022561"
"193","0.4340817297025046","0.4340817297025046","0.4340817297025046"
"194","0.4327210172267839","0.4327210172267839","0.4327210172267839"
"195","0.4382270826980224","0.4382270826980224","0.4382270826980224"
"196","0.43931714387823706","0.43931714387823706","0.43931714387823706"
"197","0.437620866751373","0.437620866751373","0.437620866751373"
"198","0.4354576355562763","0.4354576355562763","0.4354576355562763"
"199","0.43140646479017325","0.43140646479017325","0.43140646479017325"
"200","0.4443342856494233","0.4443342856494233","0.4443342856494233"
